step,trans_type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest,accountType,isFraud,isFlaggedFraud
4,WIRE_OUT,10000000.0,C7162498,12930418.44,C945327594,0.0,FOREIGN,1,0
4,CASH_OUT,10000000.0,C351297720,10000000.0,C766681183,0.0,DOMESTIC,1,0
7,CASH_OUT,5460002.91,C1588880909,5460002.91,C1570256460,0.0,DOMESTIC,1,0
33,CASH_OUT,6648389.9,C1612816859,6648389.9,C836514715,2609209.55,DOMESTIC,1,0
37,WIRE_OUT,5596359.95,C1979948351,0.0,C1767067167,10507774.31,FOREIGN,0,0
40,CASH_OUT,6188772.44,C1440649048,6188772.44,C1477641326,6056796.74,DOMESTIC,1,0
69,CASH_OUT,5521483.54,C1786386487,5521483.54,C1454031203,5527212.34,DOMESTIC,1,0
93,CASH_IN,248031.62,C1484271825,5341667.03,C1244185833,1899909.06,DOMESTIC,0,0
93,CASH_IN,83433.94,C538135172,5845017.69,C1867188213,2913334.54,DOMESTIC,0,0
93,CASH_IN,246834.14,C1181117004,6375882.31,C1435884329,6615762.01,DOMESTIC,0,0
93,CASH_IN,85973.48,C1384238896,10007046.11,C409277680,3701150.64,DOMESTIC,0,0
93,CASH_IN,259469.27,C1949966188,5599066.08,C1147717854,2546171.33,DOMESTIC,0,0
93,CASH_IN,17434.9,C539095162,6090199.59,C1639464943,2833928.21,DOMESTIC,0,0
93,CASH_IN,188298.29,C1972585428,7645979.63,C506386263,7740746.03,DOMESTIC,0,0
93,CASH_IN,78567.93,C1414377535,8619267.88,C810367799,12725746.54,DOMESTIC,0,0
93,CASH_IN,87137.86,C708232425,9740943.77,C1930765902,4884664.57,DOMESTIC,0,0
93,CASH_IN,37495.52,C62886792,5702335.61,C1710002389,995436.57,DOMESTIC,0,0
93,CASH_IN,187959.1,C1462777385,5796770.69,C2065199032,5493640.16,DOMESTIC,0,0
93,CASH_IN,309089.05,C899705330,6576162.76,C572925271,2562977.05,DOMESTIC,0,0
93,CASH_IN,121954.27,C1746627028,5394621.14,C91104252,5575630.97,DOMESTIC,0,0
93,CASH_IN,198536.06,C657174995,7125513.6,C264035473,5007776.65,DOMESTIC,0,0
93,CASH_IN,227444.13,C1823474600,8116066.98,C534405863,2740294.16,DOMESTIC,0,0
93,CASH_IN,414102.03,C680776382,5059119.7,C440708502,4895821.93,DOMESTIC,0,0
93,CASH_IN,203699.7,C1437755313,6933774.12,C1580447357,2281400.11,DOMESTIC,0,0
93,CASH_IN,67444.13,C674864176,6058013.16,C310976964,6619933.71,DOMESTIC,0,0
93,CASH_IN,22599.42,C1589807136,6589060.71,C891051853,3596350.54,DOMESTIC,0,0
93,CASH_IN,205597.43,C1829506367,8005686.5,C1869228744,7465426.74,DOMESTIC,0,0
93,CASH_IN,106322.39,C1975047228,5170559.26,C1373467808,7085057.41,DOMESTIC,0,0
93,CASH_IN,142670.51,C1551648393,6767224.29,C1829831147,790939.6,DOMESTIC,0,0
93,CASH_IN,26259.74,C1477735256,9136761.2,C384209960,6651628.05,DOMESTIC,0,0
93,CASH_IN,326549.31,C622487542,6948759.09,C240272195,9014863.28,DOMESTIC,0,0
94,CASH_IN,236995.31,C265324675,5794931.02,C1198167820,3116065.69,DOMESTIC,0,0
94,CASH_IN,189981.06,C1088548961,7885157.13,C1205778254,3470198.28,DOMESTIC,0,0
94,CASH_IN,234351.44,C1749717838,9477026.86,C140572150,9608507.41,DOMESTIC,0,0
94,CASH_IN,284976.46,C399981860,5662870.22,C446692624,3371283.08,DOMESTIC,0,0
94,CASH_IN,503715.84,C1784445657,6317474.34,C1813738281,1985756.39,DOMESTIC,0,0
94,CASH_IN,143572.94,C653647694,8418432.98,C1625687132,5080586.05,DOMESTIC,0,0
94,CASH_IN,109744.63,C271608481,8562005.93,C244873304,5578372.45,DOMESTIC,0,0
94,CASH_IN,30432.48,C1608051021,5363688.2,C912097190,7052231.85,DOMESTIC,0,0
94,CASH_IN,254917.3,C1988497834,5394120.68,C1923554921,11789662.84,DOMESTIC,0,0
94,CASH_IN,45010.02,C1971637880,7592905.96,C1626774027,2215922.15,DOMESTIC,0,0
94,CASH_IN,49456.06,C70148831,5858180.97,C1772055258,3691916.36,DOMESTIC,0,0
94,CASH_IN,265266.35,C112701091,9379675.95,C1150630865,1598998.79,DOMESTIC,0,0
94,CASH_IN,324309.98,C660547070,5264814.37,C193946880,7449106.27,DOMESTIC,0,0
94,CASH_IN,119081.9,C250689422,6333223.09,C1816201398,6068794.71,DOMESTIC,0,0
94,CASH_IN,77430.85,C259343386,9514881.24,C59941009,10322400.76,DOMESTIC,0,0
94,CASH_IN,59073.39,C472930309,5579973.49,C1166175379,1203187.74,DOMESTIC,0,0
94,CASH_IN,3787.38,C591606329,8196586.53,C2014085277,1045368.23,DOMESTIC,0,0
94,CASH_IN,123656.39,C305626599,8544455.26,C1702357112,6073803.35,DOMESTIC,0,0
94,CASH_IN,60393.0,C248613854,8668111.65,C964659072,3534109.18,DOMESTIC,0,0
94,CASH_IN,339708.95,C2021259300,6767499.74,C2027870630,2016689.41,DOMESTIC,0,0
94,CASH_IN,88174.59,C745719620,7684583.74,C254871157,6802408.71,DOMESTIC,0,0
94,CASH_IN,462737.15,C469611062,7772758.33,C649699940,2125751.03,DOMESTIC,0,0
94,CASH_IN,40924.23,C1386873000,9058866.97,C1420119812,4632912.99,DOMESTIC,0,0
94,CASH_IN,218581.17,C1888847830,9099791.2,C910110761,1240974.53,DOMESTIC,0,0
94,CASH_IN,202941.7,C84851433,7548605.23,C1695538346,3527032.04,DOMESTIC,0,0
94,CASH_IN,104244.66,C1361385059,7409401.23,C549221039,3616445.29,DOMESTIC,0,0
94,CASH_IN,84166.31,C1979754383,6304385.38,C1471923369,4860308.38,DOMESTIC,0,0
94,CASH_IN,452301.01,C1294513688,7835768.57,C987060415,6969127.15,DOMESTIC,0,0
94,CASH_IN,94449.78,C171826750,9144295.37,C699814491,5044908.19,DOMESTIC,0,0
94,CASH_IN,57701.78,C1367905298,9413147.12,C658566135,2562144.42,DOMESTIC,0,0
94,CASH_IN,21560.57,C64350767,5266064.1,C662736689,15524256.14,DOMESTIC,0,0
94,CASH_IN,36872.41,C1362090106,5915396.87,C1073540419,2112114.0,DOMESTIC,0,0
94,CASH_IN,109243.67,C1529601154,7631484.77,C731253803,4990553.79,DOMESTIC,0,0
94,CASH_IN,122237.33,C1349777070,6749760.37,C1400085107,12941849.55,DOMESTIC,0,0
95,CASH_IN,125111.52,C773818855,6281207.99,C1112466060,1984239.75,DOMESTIC,0,0
95,CASH_IN,212115.35,C1087037356,7235746.28,C1114881449,1364274.42,DOMESTIC,0,0
