step,trans_type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest,accountType,isFraud,isFlaggedFraud
1,WIRE_IN,1505626.01,C926859124,0.0,C665576141,29031.0,FOREIGN,0,0
1,WIRE_IN,1429051.47,C1520267010,0.0,C1590550415,2041543.62,FOREIGN,0,0
1,WIRE_IN,1724887.05,C1495608502,0.0,C1590550415,3470595.1,FOREIGN,0,0
1,WIRE_IN,679502.24,C722417467,290.0,C451111351,171866.0,FOREIGN,0,0
1,WIRE_IN,2545478.01,C1057507014,0.0,C1590550415,12394437.4,FOREIGN,0,0
1,WIRE_IN,2061082.82,C2007599722,0.0,C1590550415,14939915.42,FOREIGN,0,0
1,WIRE_IN,983479.66,C2029780820,0.0,C1170794006,3131440.16,FOREIGN,0,0
1,WIRE_IN,982862.81,C1765900922,0.0,C985934102,2187842.49,FOREIGN,0,0
1,WIRE_IN,1867849.02,C355885103,0.0,C665576141,2271538.11,FOREIGN,0,0
1,WIRE_IN,1193410.46,C1321115948,0.0,C1590550415,16471407.95,FOREIGN,0,0
1,WIRE_IN,1440296.14,C1649847375,0.0,C1590550415,17664818.4,FOREIGN,0,0
1,WIRE_IN,799483.57,C1153933106,0.0,C306206744,1122398.75,FOREIGN,0,0
1,WIRE_IN,700967.19,C1629454900,15383.0,C1060830840,50767.43,FOREIGN,0,0
1,WIRE_IN,3776389.09,C197491520,0.0,C1883840933,10138670.86,FOREIGN,0,0
1,WIRE_IN,789419.02,C883678948,0.0,C1286084959,1967540.22,FOREIGN,0,0
1,WIRE_IN,1628887.72,C1739555643,0.0,C451111351,1986951.69,FOREIGN,0,0
1,WIRE_IN,902485.36,C973604791,0.0,C392292416,2016196.28,FOREIGN,0,0
1,WIRE_IN,855931.4,C649630909,0.0,C1234776885,1329839.38,FOREIGN,0,0
1,WIRE_IN,699928.86,C679449777,0.0,C998351292,1268290.04,FOREIGN,0,0
1,WIRE_IN,902505.61,C1731137986,0.0,C932583850,1571970.16,FOREIGN,0,0
1,WIRE_IN,1201716.66,C695248316,0.0,C665576141,4139387.14,FOREIGN,0,0
1,WIRE_IN,1636507.63,C1602785474,0.0,C1262822392,10828286.78,FOREIGN,0,0
1,WIRE_IN,2107293.71,C327840833,0.0,C1816757085,8860846.16,FOREIGN,0,0
1,WIRE_IN,2317408.88,C1219553025,4165916.16,C1883840933,14437052.95,FOREIGN,0,0
1,WIRE_IN,864389.49,C605686842,1848507.28,C33524623,1751348.58,FOREIGN,0,0
1,WIRE_IN,1755646.72,C538375433,0.0,C932583850,2719172.89,FOREIGN,0,0
1,WIRE_IN,2441078.3,C1864007931,0.0,C667346055,8996943.02,FOREIGN,0,0
2,WIRE_IN,939018.7,C1561005241,0.0,C1023714065,1791001.63,FOREIGN,0,0
2,WIRE_IN,1487557.25,C380394805,0.0,C11003494,10155564.02,FOREIGN,0,0
2,WIRE_IN,1232150.93,C1241189309,0.0,C1899073220,1811160.5,FOREIGN,0,0
2,WIRE_IN,1339661.93,C283492252,0.0,C1899073220,3043311.43,FOREIGN,0,0
2,WIRE_IN,744654.21,C1758060579,0.0,C665576141,6942242.08,FOREIGN,0,0
3,WIRE_IN,707899.22,C1928117427,0.0,C306206744,7173523.49,FOREIGN,0,0
3,WIRE_IN,2837270.65,C1861416877,0.0,C97730845,9126860.4,FOREIGN,0,0
3,WIRE_IN,1197188.79,C1585824283,0.0,C451111351,2560556.45,FOREIGN,0,0
