step,trans_type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest,accountType,isFraud,isFlaggedFraud
1,WIRE_OUT,1538200.39,C476579021,0.0,C1590550415,6977445.38,FOREIGN,0,0
1,WIRE_OUT,2421578.09,C106297322,0.0,C1590550415,8515645.77,FOREIGN,0,0
1,WIRE_OUT,1349670.68,C1419332030,0.0,C665576141,1538085.96,FOREIGN,0,0
1,WIRE_OUT,1457213.54,C396918327,0.0,C1590550415,10937223.86,FOREIGN,0,0
1,WIRE_OUT,1478772.04,C1464177809,0.0,C1170794006,1652668.12,FOREIGN,0,0
1,WIRE_OUT,2258388.15,C12139181,0.0,C1789550256,2784129.27,FOREIGN,0,0
1,WIRE_OUT,2223005.62,C248483913,0.0,C248609774,3831539.16,FOREIGN,0,0
1,WIRE_OUT,1417001.19,C1928312257,0.0,C306206744,2055519.4,FOREIGN,0,0
1,WIRE_OUT,1918461.7,C136312946,0.0,C1782113663,2490204.7,FOREIGN,0,0
1,WIRE_OUT,2604219.11,C195163481,575667.54,C97730845,7263554.62,FOREIGN,0,0
1,WIRE_OUT,2032275.62,C1369885738,0.0,C392292416,3420103.09,FOREIGN,0,0
2,WIRE_OUT,1869161.56,C53301881,0.0,C1916720513,2906551.06,FOREIGN,0,0
2,WIRE_OUT,1231953.95,C22179697,0.0,C1916720513,4775712.62,FOREIGN,0,0
2,WIRE_OUT,2474181.78,C1238013097,0.0,C306206744,3799219.95,FOREIGN,0,0
4,WIRE_OUT,2930418.44,C2047521920,2930418.44,C449261773,0.0,FOREIGN,1,0
4,CASH_OUT,2930418.44,C2044690596,2930418.44,C932583850,3616012.1,DOMESTIC,1,0
4,WIRE_OUT,1465846.48,C1436127733,0.0,C97730845,11480736.96,FOREIGN,0,0
4,WIRE_OUT,1501775.62,C669096398,0.0,C1883840933,15756815.22,FOREIGN,0,0
5,WIRE_OUT,1915470.93,C457660003,0.0,C1262822392,11595793.82,FOREIGN,0,0
6,WIRE_OUT,1545681.21,C837923432,0.0,C1590550415,16420556.26,FOREIGN,0,0
6,WIRE_OUT,1408829.48,C1191985705,0.0,C1360767589,2240534.89,FOREIGN,0,0
6,WIRE_OUT,2025330.83,C509065091,0.0,C214774813,13025097.92,FOREIGN,0,0
6,WIRE_OUT,1490781.74,C1296845588,0.0,C1870252780,7107646.18,FOREIGN,0,0
6,WIRE_OUT,1390432.94,C384119884,23480.69,C1789550256,2221502.7,FOREIGN,0,0
