step,trans_type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest,accountType,isFraud,isFlaggedFraud
1,2,5149.66,36723,4782.0,1709,52752.0,0,0,0
1,4,554026.99,23097,0.0,8598,579285.56,1,0,0
1,1,28404.6,41814,0.0,1440,51744.0,0,0,0
1,1,36437.06,42941,0.0,3709,154606.0,0,0,0
1,1,116977.58,25921,0.0,3709,191043.06,0,0,0
1,2,3584.21,67536,135496.0,1709,100614.05,0,0,0
1,0,311023.52,2972,2306779.82,8598,1477776.96,0,0,0
1,0,7965.49,24650,843226.08,4774,35100.09,0,0,0
1,0,2099.59,61866,7096554.61,4297,40471.79,0,0,0
1,1,95636.49,37639,0.0,3709,359141.7,0,0,0
1,0,188238.54,66872,2925342.94,8598,702449.21,0,0,0
1,0,223123.71,71992,5033779.71,1856,394281.87,0,0,0
1,0,173948.89,15655,7670859.72,3709,391794.27,0,0,0
1,4,62073.54,18924,0.0,3709,228702.01,1,0,0
1,1,27320.2,54039,0.0,7841,79191.11,0,0,0
1,2,2869.65,21268,8768.0,3314,15485.0,0,0,0
1,3,35063.63,13854,35063.63,716,0.0,1,1,0
1,3,75752.73,64339,0.0,3428,372141.66,1,0,0
1,0,83587.86,8873,498570.55,1139,271161.74,0,0,0
1,0,48134.99,7381,5879619.54,4799,55211.3,0,0,0
1,4,302151.25,32972,166321.0,1225,1786.0,1,0,0
1,4,9533.48,59079,13056.0,8790,888.0,1,0,0
1,2,6077.94,58952,73904.0,8654,11082.0,0,0,0
1,0,62783.13,2085,202536.0,8848,264564.08,0,0,0
1,0,92184.04,73405,268551.25,1856,108702.4,0,0,0
1,2,11711.1,37289,20979.0,655,39300.22,0,0,0
1,1,118753.07,22801,0.0,1327,154416.74,0,0,0
1,1,33349.84,73491,0.0,8366,201888.82,0,0,0
1,0,170686.08,71347,350501.24,1327,273169.81,0,0,0
1,0,82550.39,50206,7023928.71,3709,1445918.89,0,0,0
1,1,219630.79,58707,19779.08,5637,29186.69,0,0,0
1,3,383533.35,72308,10339.0,5002,0.0,1,0,0
1,4,124041.53,28117,33260.0,5753,65.0,1,0,0
1,0,149651.68,56774,472225.03,8168,484308.37,0,0,0
1,0,68931.2,47173,3342220.38,1417,79933.0,0,0,0
1,2,8607.73,45988,69674.0,8168,334656.69,0,0,0
1,0,34638.53,36487,2124163.23,4774,287548.75,0,0,0
1,0,36040.39,73355,3737077.62,7007,51291.0,0,0,0
1,0,92398.49,46673,5536209.99,3709,1318494.95,0,0,0
1,0,109718.72,50021,7300754.91,225,123504.5,0,0,0
2,0,209159.54,30010,7649709.82,5002,603117.3,0,0,0
2,2,3718.7,65991,20793.0,225,13785.78,0,0,0
2,0,24889.66,29650,2838786.77,2723,261783.61,0,0,0
2,0,119084.3,16971,8097425.46,1225,130216.32,0,0,0
2,1,18672.02,36699,0.0,706,72283.07,0,0,0
2,2,3817.82,26482,30406.0,1225,11132.03,0,0,0
2,2,633.34,7027,24065.0,7084,17860.54,0,0,0
2,1,14949.84,50723,14949.84,172,18161.79,0,1,0
2,1,188890.52,29051,0.0,2723,577171.41,0,0,0
2,0,79037.41,19268,497284.0,5937,17609.0,0,0,0
2,3,50333.01,53873,49566.0,4175,0.0,1,0,0
2,0,15427.16,13431,5155634.39,1709,24044.18,0,0,0
2,0,333871.74,31664,10542514.27,2723,1761278.15,0,0,0
3,0,140728.41,53365,606467.71,706,142895.73,0,0,0
3,2,5204.2,71693,94612.96,7566,5227.86,0,0,0
3,0,349779.04,58070,4009103.34,2723,1034936.0,0,0,0
3,0,415046.18,5279,2227089.93,2723,685156.96,0,0,0
3,2,2262.1,41717,136931.46,8168,14677.26,0,0,0
3,2,3762.4,30469,11465.0,6684,27048.0,0,0,0
4,0,51147.41,71832,1057311.62,2533,57792.19,0,0,0
4,1,12414.4,69481,18707.12,4146,33316.54,0,0,0
4,0,3523.06,44385,9854223.72,3902,107441.76,0,0,0
4,1,2785.81,41167,0.0,3738,14116.0,0,0,0
4,1,121619.14,33909,2625.0,4159,36248.68,0,0,0
4,1,20470.3,13679,8028.75,6492,31632.0,0,0,0
5,1,164935.63,54639,14239.08,5637,259015.25,0,0,0
5,0,106334.08,42385,3457455.51,3902,145599.15,0,0,0
5,0,17101.74,67684,10315377.42,5002,84261.95,0,0,0
5,0,138641.99,22870,7096960.77,3392,159603.0,0,0,0
